miRNA_Name,k-mer_vector_1,k-mer_vector_2,k-mer_vector_3,k-mer_vector_4,k-mer_vector_5,k-mer_vector_6,k-mer_vector_7,k-mer_vector_8,k-mer_vector_9,k-mer_vector_10,k-mer_vector_11,k-mer_vector_12,k-mer_vector_13,k-mer_vector_14,k-mer_vector_15,k-mer_vector_16,k-mer_vector_17,k-mer_vector_18,k-mer_vector_19,k-mer_vector_20,k-mer_vector_21,k-mer_vector_22,k-mer_vector_23,k-mer_vector_24,k-mer_vector_25,k-mer_vector_26,k-mer_vector_27,k-mer_vector_28,k-mer_vector_29,k-mer_vector_30,k-mer_vector_31,k-mer_vector_32,k-mer_vector_33,k-mer_vector_34,k-mer_vector_35,k-mer_vector_36,k-mer_vector_37,k-mer_vector_38,k-mer_vector_39,k-mer_vector_40,k-mer_vector_41,k-mer_vector_42,k-mer_vector_43,k-mer_vector_44,k-mer_vector_45,k-mer_vector_46,k-mer_vector_47,k-mer_vector_48,k-mer_vector_49,k-mer_vector_50,k-mer_vector_51,k-mer_vector_52,k-mer_vector_53,k-mer_vector_54,k-mer_vector_55,k-mer_vector_56,k-mer_vector_57,k-mer_vector_58,k-mer_vector_59,k-mer_vector_60,k-mer_vector_61,k-mer_vector_62,k-mer_vector_63,k-mer_vector_64
748,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0.1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0.05,0.1,0,0.05,0,0,0,0.05,0,0.05,0.05,0,0.05,0.15
749,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0.052631579,0,0.052631579,0,0,0.052631579,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0.052631579,0,0,0,0.052631579,0,0.052631579,0.052631579,0,0,0.105263158,0,0,0,0,0.052631579,0,0.052631579
750,0,0.052631579,0,0.052631579,0.052631579,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0.052631579,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0.052631579,0,0,0,0.052631579,0.052631579,0.052631579,0,0,0,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0.105263158,0,0.052631579,0,0.052631579,0
751,0.045454545,0.045454545,0,0.045454545,0.045454545,0,0,0,0.090909091,0,0,0,0,0,0.045454545,0,0.045454545,0,0.090909091,0,0.045454545,0.045454545,0.045454545,0,0,0,0.045454545,0,0,0,0,0,0.045454545,0,0,0,0,0.045454545,0,0,0,0,0,0.045454545,0,0,0,0.045454545,0,0,0,0,0.045454545,0.045454545,0,0,0,0.045454545,0,0,0,0.045454545,0,0
752,0,0.05,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0.05,0,0.05,0.1,0,0.05,0,0.1,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.1,0.1,0.05,0,0,0,0,0,0
753,0,0,0.052631579,0.052631579,0,0,0,0,0,0.052631579,0,0.052631579,0.052631579,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0.052631579,0,0,0,0.105263158,0,0.052631579,0.105263158,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0.105263158
754,0.1,0,0.05,0,0,0,0,0,0,0.05,0,0.05,0.05,0,0,0.05,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0.05,0,0,0.05,0,0,0,0,0,0,0.05,0,0.05,0,0,0.05,0.05,0,0,0,0,0.05,0,0,0.05,0.05,0,0
755,0,0,0,0,0,0.055555556,0,0,0.055555556,0,0,0,0,0,0.055555556,0.055555556,0,0,0,0.111111111,0.055555556,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0.055555556,0.055555556,0,0,0,0.055555556,0,0,0,0,0.055555556,0,0,0.055555556,0,0,0.055555556,0.055555556,0,0.055555556,0.055555556,0
756,0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0.15,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.05,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0.05,0.05,0,0,0,0.05,0.05,0,0.15,0,0,0.05,0
757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.117647059,0,0,0,0,0,0,0,0,0.058823529,0,0,0.117647059,0.058823529,0,0.058823529,0,0.058823529,0,0,0,0,0,0,0,0.176470588,0,0.058823529,0.058823529,0.058823529,0,0.058823529,0,0.058823529
758,0,0,0.052631579,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0.052631579,0,0,0,0,0.052631579,0,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0.052631579,0.263157895,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0.052631579,0.157894737,0,0,0,0
759,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0.105263158,0,0,0.105263158,0,0,0.105263158,0.052631579,0,0,0,0,0,0,0.105263158,0,0.052631579,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0.052631579,0,0,0,0,0,0
760,0,0,0,0,0,0.05,0,0.1,0,0,0,0,0,0,0.05,0,0,0.1,0,0,0.05,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0.05,0,0.05,0,0.05,0,0,0.15,0,0,0,0
761,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.05,0,0.05,0,0,0.15,0,0.1,0,0,0,0,0.05,0,0,0.05,0
762,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0,0,0,0,0,0,0.047619048,0.047619048,0,0.047619048,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0.095238095,0,0,0.047619048,0,0,0,0,0.095238095,0,0,0.142857143,0,0,0,0,0,0,0.047619048,0,0,0.095238095,0,0.047619048,0.047619048,0,0,0,0
763,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.1,0.05,0,0,0,0,0.15,0,0,0.05,0,0.05,0,0.05,0,0,0.05,0,0,0,0,0.05,0,0,0.1,0.05,0,0,0.1,0
764,0,0,0,0,0.095238095,0,0.047619048,0,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0.047619048,0,0,0.047619048,0,0.095238095,0,0,0,0.047619048,0,0,0.095238095,0,0,0,0.047619048,0.095238095,0.047619048,0,0.095238095,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0
765,0,0,0,0.05,0.1,0,0,0.1,0,0,0,0,0,0,0,0.05,0.05,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.1,0,0,0.05,0,0.05,0.1
766,0.047619048,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0,0,0.047619048,0.047619048,0.047619048,0,0.095238095,0,0,0,0,0,0.047619048,0,0.047619048,0,0,0,0,0,0.047619048,0,0,0,0,0,0.047619048,0,0,0.047619048,0,0.047619048,0,0,0,0,0.095238095,0,0.047619048,0,0.047619048,0.047619048,0,0,0.047619048,0,0
767,0.210526316,0.052631579,0.052631579,0.052631579,0,0,0,0.105263158,0.052631579,0,0,0,0,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0.052631579,0,0,0,0.052631579,0,0,0,0,0,0,0
768,0.052631579,0.052631579,0,0.052631579,0,0,0,0,0.052631579,0,0,0,0.052631579,0.105263158,0,0,0.052631579,0,0.052631579,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0.052631579,0.052631579,0.052631579,0,0.052631579,0,0,0,0,0,0.052631579,0,0
769,0,0,0,0,0.043478261,0,0,0,0,0.043478261,0.043478261,0,0,0,0,0,0,0,0.043478261,0,0,0,0.043478261,0,0,0,0,0.043478261,0,0.043478261,0,0,0,0.043478261,0,0,0,0,0,0.043478261,0.043478261,0,0.130434783,0.086956522,0,0,0.086956522,0.043478261,0,0,0,0,0,0.043478261,0,0,0,0,0.086956522,0.043478261,0,0,0.043478261,0
770,0.052631579,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0,0,0,0.052631579,0,0,0,0,0.105263158,0.052631579,0,0.052631579,0,0,0,0.105263158,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0.052631579,0.052631579,0.105263158,0,0,0,0
771,0,0,0,0,0,0.047619048,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0.047619048,0.047619048,0,0.047619048,0,0,0.047619048,0.047619048,0,0,0.095238095,0.047619048,0,0,0,0.047619048,0,0.047619048,0,0.095238095,0.047619048,0,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0.047619048,0,0,0,0,0,0,0
772,0,0,0,0,0,0,0,0,0,0.043478261,0.043478261,0,0,0,0,0,0,0,0.043478261,0,0,0,0,0.043478261,0,0,0,0,0,0.043478261,0.086956522,0.086956522,0,0,0.043478261,0,0.043478261,0,0,0.130434783,0,0.086956522,0.086956522,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0.043478261,0.043478261,0,0.043478261,0,0,0.043478261,0,0
773,0,0,0,0.055555556,0,0,0,0,0,0,0.055555556,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0.111111111,0.055555556,0,0,0,0,0.055555556,0,0,0.055555556,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0.055555556,0,0.055555556,0,0.055555556,0,0.055555556,0,0.111111111,0.055555556,0.055555556
774,0,0,0,0,0,0,0,0,0.058823529,0,0.117647059,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0,0,0,0,0.058823529,0,0,0.117647059,0.117647059,0,0.058823529,0,0,0,0.117647059,0,0,0,0,0,0.058823529,0,0.058823529,0.058823529,0,0,0,0
775,0,0.047619048,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0,0.047619048,0,0,0.047619048,0,0.047619048,0,0,0,0,0.047619048,0.047619048,0.047619048,0,0,0,0,0.095238095,0,0,0,0,0,0.047619048,0,0,0.047619048,0.047619048,0,0,0,0,0,0,0,0.047619048,0,0.047619048,0.047619048,0.047619048,0,0.047619048,0.047619048,0
776,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.1,0.05,0,0,0,0,0.1,0.05,0.05,0,0,0.05,0,0,0.05,0,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.05,0,0,0,0,0
777,0,0,0.05,0,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0.05,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0.05,0,0.05,0,0,0.05,0.05,0.05
778,0.047619048,0.047619048,0,0,0,0,0,0.095238095,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0.047619048,0.047619048,0.047619048,0.095238095,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0,0,0.047619048,0,0.095238095,0.047619048,0,0,0.047619048,0,0.047619048,0.047619048,0
779,0.055555556,0,0,0.055555556,0,0,0,0,0.166666667,0,0,0,0.166666667,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0.055555556,0.111111111,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.111111111,0.055555556,0,0,0,0,0,0,0.055555556,0,0,0,0,0
780,0,0.052631579,0,0,0.052631579,0.052631579,0,0,0,0.105263158,0,0,0,0,0,0,0.052631579,0,0.052631579,0,0,0,0,0.052631579,0,0.052631579,0,0,0.052631579,0,0,0.052631579,0,0,0,0,0.052631579,0,0.052631579,0.105263158,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0
781,0,0,0,0,0.052631579,0,0,0,0,0.052631579,0.052631579,0.052631579,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0.105263158,0,0,0,0,0.052631579,0.052631579,0,0,0.052631579,0,0.052631579,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0.052631579,0.052631579,0.052631579,0,0,0,0.052631579,0
782,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0.047619048,0,0,0,0,0.047619048,0,0,0.047619048,0,0.047619048,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0,0,0.047619048,0,0,0.047619048,0,0.047619048,0.142857143,0.047619048,0,0,0,0.047619048,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0.047619048,0,0,0.095238095,0
783,0,0,0.052631579,0,0.052631579,0.052631579,0,0,0,0,0.052631579,0,0,0,0,0.105263158,0.052631579,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.105263158,0,0,0,0,0.052631579,0,0.105263158,0,0,0,0,0,0,0.052631579,0,0.052631579,0,0.052631579,0
784,0,0.05,0,0,0,0,0,0.1,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0.15,0,0.05,0,0,0,0,0.05,0.05,0,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0.05,0,0.05
785,0.052631579,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0.105263158,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0,0.157894737,0,0,0.052631579,0,0.052631579,0,0,0.052631579,0.052631579,0,0.052631579,0,0.052631579,0,0,0,0,0,0.052631579,0,0
786,0.117647059,0,0,0.058823529,0,0,0,0,0,0.058823529,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0.058823529,0.058823529,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0.117647059,0,0,0,0,0,0,0,0,0,0.117647059,0.058823529,0,0,0.117647059,0,0,0,0
787,0.1,0,0.1,0,0,0,0,0,0.1,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0.05,0,0.1,0,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0,0,0.1,0.05,0,0,0,0,0,0,0
788,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0.157894737,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0.052631579,0,0,0,0,0.052631579,0,0,0.052631579,0.052631579,0.052631579,0,0.052631579,0,0.052631579,0,0,0,0.052631579,0.052631579,0,0,0.052631579,0,0,0,0,0
789,0,0,0,0,0.05,0,0,0.05,0.05,0,0.05,0,0.05,0,0.05,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0.05,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0.05,0.05,0,0,0.05,0,0,0.05
790,0,0.05,0.05,0,0,0,0.05,0,0,0.1,0,0,0,0,0,0,0.05,0,0.05,0,0.1,0.1,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0.05,0.05,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0.05,0,0
791,0,0.052631579,0,0,0,0,0.052631579,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0.052631579,0,0.052631579,0,0,0,0,0,0.052631579,0,0.105263158,0.052631579,0,0,0,0.105263158,0,0.052631579,0,0,0,0,0,0,0,0,0.105263158,0,0.052631579,0,0.052631579,0.052631579
792,0,0,0.05,0,0,0.05,0,0,0,0,0.1,0.05,0,0,0,0.05,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0.1,0,0,0,0,0.05,0,0.05,0,0,0,0.05,0,0,0,0.05,0,0.05,0,0
793,0,0,0,0,0,0.105263158,0,0,0.105263158,0.052631579,0,0,0,0,0,0,0,0,0.105263158,0,0.052631579,0.052631579,0,0.105263158,0,0,0,0,0,0.052631579,0.052631579,0,0,0.105263158,0,0,0,0.052631579,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0,0
794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0.117647059,0.058823529,0,0,0,0,0,0,0,0.058823529,0.058823529,0,0.058823529,0,0,0.058823529,0.117647059,0,0,0,0,0,0,0.058823529,0,0.058823529,0,0.058823529,0.058823529,0.117647059,0,0.058823529,0,0
795,0.047619048,0,0,0.095238095,0.047619048,0.047619048,0,0,0,0,0,0.047619048,0.095238095,0.047619048,0,0,0.047619048,0.047619048,0,0,0.047619048,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.095238095,0.047619048,0.047619048,0.047619048,0,0,0,0.047619048,0,0,0,0,0,0,0,0
796,0,0.1,0,0,0,0.1,0,0.05,0,0.05,0,0,0,0,0,0,0.05,0.05,0.05,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0.05
797,0.047619048,0.047619048,0,0.047619048,0.047619048,0,0,0.095238095,0,0,0,0,0,0,0.047619048,0,0.047619048,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0.047619048,0,0,0,0.047619048,0,0,0,0,0.047619048,0.047619048,0,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0,0,0.047619048,0,0.047619048,0.047619048,0,0,0.047619048,0
798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0.095238095,0,0,0.095238095,0,0.047619048,0,0.047619048,0,0.047619048,0,0,0,0,0.047619048,0.047619048,0,0.095238095,0,0,0,0,0,0.047619048,0.047619048,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0.095238095,0,0.047619048,0,0,0.047619048,0
799,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0.045454545,0,0.045454545,0.090909091,0.045454545,0,0,0,0,0,0,0.045454545,0.090909091,0,0.090909091,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0.045454545,0,0.045454545,0.045454545,0,0,0.045454545,0,0.045454545
800,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0.043478261,0,0.043478261,0.130434783,0,0,0,0,0,0,0,0,0.043478261,0,0.043478261,0.130434783,0,0.043478261,0.130434783,0.130434783,0.043478261,0,0,0.043478261,0,0,0,0,0,0,0,0.043478261,0,0,0,0.043478261,0,0,0,0,0
801,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0.047619048,0.095238095,0.047619048,0,0,0,0.095238095,0,0,0,0.047619048,0,0,0,0.142857143,0.095238095,0,0,0,0.047619048,0,0,0,0.047619048,0,0,0,0,0,0,0.047619048,0,0,0.095238095,0,0.047619048,0,0,0.047619048,0
802,0,0.052631579,0,0,0,0.052631579,0,0,0,0,0.052631579,0,0,0.052631579,0.052631579,0,0,0,0.052631579,0,0.052631579,0,0,0.105263158,0,0,0,0,0,0.052631579,0.052631579,0,0.052631579,0,0,0.052631579,0,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0.052631579,0.052631579,0,0,0,0,0,0
803,0.045454545,0,0.045454545,0,0.045454545,0.045454545,0,0,0.090909091,0,0.045454545,0.045454545,0.090909091,0,0,0,0,0.045454545,0,0.045454545,0,0,0,0.045454545,0,0,0,0,0,0.045454545,0,0,0,0.045454545,0.045454545,0.045454545,0,0,0,0,0.045454545,0,0,0,0,0.045454545,0,0,0,0,0.090909091,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0
804,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0,0.1,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.1,0,0,0.05,0
805,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0,0,0,0.1,0,0,0,0.05,0.1,0,0,0,0,0,0.1,0.05,0.05,0,0,0,0,0.05,0,0.05,0,0,0.05,0
806,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0,0,0.058823529,0,0,0,0,0.058823529,0,0.058823529,0,0,0,0,0.117647059,0,0,0,0.058823529,0,0,0,0,0.058823529,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0,0.058823529
807,0,0,0,0,0,0,0,0.058823529,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0.176470588,0,0,0,0,0,0,0,0,0.117647059,0,0.058823529,0,0.058823529,0.058823529,0,0,0,0,0.058823529,0.058823529,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0
808,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0.052631579,0.105263158,0,0,0,0,0.052631579,0,0,0.052631579,0,0.052631579,0,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0.052631579,0,0,0,0.052631579,0.052631579,0,0,0.105263158,0,0
809,0.05,0.05,0.05,0,0,0.05,0,0,0.05,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.1,0,0,0,0,0.05,0,0,0,0,0,0,0.15,0,0.05,0.05,0
810,0,0,0,0,0,0,0,0,0,0.052631579,0.157894737,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0.052631579,0,0,0,0.105263158,0,0,0,0.052631579,0.052631579,0,0.052631579,0,0.052631579,0.052631579,0.105263158,0.052631579,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0
811,0,0,0.05,0,0,0,0,0.05,0,0.05,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.05,0,0.05,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0,0.1,0.15
812,0,0,0,0.052631579,0,0,0,0.052631579,0,0,0.052631579,0,0,0,0.052631579,0,0,0.052631579,0,0,0.052631579,0,0,0,0,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0.052631579,0.052631579,0.052631579,0,0,0.052631579,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0.052631579,0
813,0.052631579,0.052631579,0,0.052631579,0.052631579,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0.052631579,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0.052631579,0,0,0,0,0,0.105263158,0.052631579,0,0,0.052631579,0,0,0.052631579,0
814,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.05,0.05,0,0,0.05,0,0.05,0.05,0,0,0.05,0,0,0,0,0,0,0.1,0.05,0,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0.05,0,0,0.05,0.05,0.05,0,0.05,0,0,0,0
815,0,0.05,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0.05,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0.05,0.05,0,0,0,0.05,0.05,0.05,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0.1,0.05,0,0,0,0
816,0,0.05,0,0.05,0.05,0.05,0,0,0,0,0,0,0.1,0,0.05,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0.1,0.05,0,0,0,0,0,0.05,0,0,0.05,0,0.05,0,0,0.05
817,0,0,0,0,0,0.047619048,0,0,0,0,0.095238095,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0.047619048,0,0.047619048,0,0,0,0,0.047619048,0.142857143,0,0,0,0,0,0,0.047619048,0,0,0,0,0.047619048,0,0.047619048,0,0,0,0.047619048,0,0,0.047619048,0,0.047619048,0,0,0.142857143,0,0,0,0,0,0.047619048,0,0
818,0,0,0.043478261,0,0,0,0,0,0,0,0.086956522,0.043478261,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0,0,0.043478261,0.043478261,0,0,0,0,0.043478261,0,0.043478261,0,0,0,0.043478261,0,0.086956522,0.043478261,0.043478261,0.086956522,0.043478261,0.043478261,0,0.043478261,0,0,0.043478261,0,0,0.043478261,0,0,0,0,0.043478261,0,0,0,0.043478261,0
819,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.05,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0.05,0,0.1,0.1,0,0.05,0,0.05,0,0,0,0,0.05,0.05,0,0,0,0,0.05,0,0,0.05,0.05,0
